Model,Cost,Timestamp,Real Cost,User
gpt-4-vision-preview,0.02592,2024-01-13 15:51:15.590978,,h1
gpt-4-1106-preview_function,0.0678,2024-01-13 15:51:15.602554,,h1
gpt-4-1106-preview,0.0158,2024-01-13 15:51:32.154710,,h1
gpt-3.5-turbo-1106,0.00541,2024-01-13 15:51:33.543495,,h1
apify instagram scraper,0.0555259191379795,2024-01-13 15:54:48.988057,,h1
gpt-4-1106-preview_function,0.0016099999999999,2024-01-13 15:54:49.728781,,h1
gpt-4-1106-preview,0.0152,2024-01-13 15:55:00.819295,,h1
gpt-4-1106-preview,0.00466,2024-01-13 15:55:01.788972,,h1
apify instagram scraper,0.035144821974251,2024-01-13 15:56:58.672751,,h1
gpt-4-vision-preview,0.02623,2024-01-13 15:57:09.583479,,h1
gpt-4-1106-preview_function,0.0110499999999999,2024-01-13 15:57:09.944813,,h1
gpt-4-1106-preview,0.01715,2024-01-13 15:57:20.985972,,h1
gpt-4-1106-preview,0.01422,2024-01-13 15:57:35.221361,,h1
apify instagram scraper,0.0487837009116179,2024-01-13 16:04:40.890538,,h1
gpt-4-vision-preview,0.0155199999999999,2024-01-13 16:04:47.683216,,h1
gpt-4-1106-preview_function,0.00398,2024-01-13 16:04:47.999272,,h1
gpt-4-1106-preview,0.01319,2024-01-13 16:04:59.715955,,h1
gpt-4-1106-preview,0.0109,2024-01-13 16:05:10.065734,,h1
apify instagram scraper,0.0492652393303811,2024-01-13 16:06:55.403577,,h1
gpt-4-vision-preview,0.02623,2024-01-13 16:07:09.056762,,h1
gpt-4-vision-preview,0.02029,2024-01-13 16:07:18.071336,,h1
gpt-4-1106-preview_function,0.01656,2024-01-13 16:07:18.081141,,h1
gpt-4-1106-preview,0.023,2024-01-13 16:07:57.511087,,h1
gpt-4-1106-preview,0.0191,2024-01-13 16:08:21.049935,,h1
apify website screaper,0.0053092749658624,2024-01-13 16:09:30.109361,,h1
gpt-4-1106-preview_function,0.0099499999999999,2024-01-13 16:09:30.119070,,h1
gpt-4-1106-preview,0.03176,2024-01-13 16:09:42.723755,,h1
gpt-4-1106-preview,0.0174999999999999,2024-01-13 16:10:02.727810,,h1
gpt-4-1106-preview,0.04271,2024-01-13 16:10:44.161129,,h1
gpt-4-1106-preview,0.0181,2024-01-13 16:11:07.774917,,h1
dall-e-3,0.04,2024-01-13 16:13:30.631719,,h1
gpt-4-1106-preview_function,0.00289,2024-01-13 16:14:32.059763,,h1
gpt-4-1106-preview,0.04987,2024-01-13 16:14:48.079382,,h1
gpt-4-1106-preview,0.0106,2024-01-13 16:14:57.354147,,h1
gpt-4-1106-preview,0.0161,2024-01-13 16:24:13.747844,,sarah_artemiza
gpt-4-1106-preview,0.01616,2024-01-13 16:24:23.605424,,sarah_artemiza
apify website screaper,0.0104998732026351,2024-01-13 16:25:59.754400,,sarah_artemiza
gpt-4-1106-preview_function,0.0199799999999999,2024-01-13 16:25:59.765056,,sarah_artemiza
gpt-4-1106-preview,0.0229,2024-01-13 16:26:11.075623,,sarah_artemiza
gpt-4-1106-preview,0.01496,2024-01-13 16:26:27.614297,,sarah_artemiza
gpt-4-1106-preview,0.0131599999999999,2024-01-13 17:14:11.245890,,luiss_santiagooo
gpt-4-1106-preview,0.01083,2024-01-13 17:14:23.127348,,luiss_santiagooo
apify website screaper,0.0124340468224783,2024-01-13 17:18:30.640268,,luiss_santiagooo
gpt-4-1106-preview_function,0.01994,2024-01-13 17:18:30.653158,,luiss_santiagooo
apify website screaper,0.0146787895143893,2024-01-13 17:28:18.705859,,luiss_santiagooo
gpt-4-1106-preview_function,0.02002,2024-01-13 17:28:19.080597,,luiss_santiagooo
gpt-4-1106-preview,0.0141,2024-01-13 17:28:30.273705,,luiss_santiagooo
gpt-4-1106-preview,0.012,2024-01-13 17:28:43.387975,,luiss_santiagooo
apify website screaper,0.0071925821760164,2024-01-13 17:29:55.267375,,luiss_santiagooo
gpt-4-1106-preview_function,0.0199,2024-01-13 17:29:55.635900,,luiss_santiagooo
apify website screaper,0.0145240817614247,2024-01-13 17:40:05.973827,,luiss_santiagooo
gpt-4-1106-preview_function,0.01994,2024-01-13 17:40:06.358458,,luiss_santiagooo
gpt-4-1106-preview,0.01602,2024-01-13 17:40:22.942612,,luiss_santiagooo
gpt-4-1106-preview,0.01402,2024-01-13 17:40:30.168898,,luiss_santiagooo
apify website screaper,0.0084168888273768,2024-01-13 17:42:18.320757,,luiss_santiagooo
gpt-4-1106-preview_function,0.01982,2024-01-13 17:42:18.712753,,luiss_santiagooo
gpt-4-1106-preview,0.01485,2024-01-13 17:42:35.068076,,luiss_santiagooo
gpt-4-1106-preview,0.01261,2024-01-13 17:42:47.387805,,luiss_santiagooo
gpt-4-vision-preview,0.01985,2024-01-13 17:43:16.087839,,luiss_santiagooo
gpt-4-1106-preview_function,0.00259,2024-01-13 17:43:16.096152,,luiss_santiagooo
gpt-4-1106-preview,0.02154,2024-01-13 17:43:32.927138,,luiss_santiagooo
gpt-4-1106-preview,0.01118,2024-01-13 17:43:44.432610,,luiss_santiagooo
gpt-4-1106-preview,0.00218,2024-01-13 17:44:02.492819,,luiss_santiagooo
photoroom,0.15,2024-01-13 17:44:45.910857,,luiss_santiagooo
gpt-4-1106-preview_function,0.00258,2024-01-13 17:44:45.931529,,luiss_santiagooo
gpt-4-1106-preview,0.02466,2024-01-13 17:44:51.882950,,luiss_santiagooo
gpt-4-1106-preview,0.00892,2024-01-13 17:45:01.399271,,luiss_santiagooo
gpt-4-1106-preview,0.01891,2024-01-13 17:49:51.314409,,luiss_santiagooo
gpt-4-1106-preview,0.00876,2024-01-13 17:49:58.073005,,luiss_santiagooo
gpt-4-vision-preview,0.02814,2024-01-13 17:50:25.526510,,luiss_santiagooo
gpt-4-1106-preview_function,0.01081,2024-01-13 17:50:25.539973,,luiss_santiagooo
gpt-4-1106-preview,0.02366,2024-01-13 17:50:37.024046,,luiss_santiagooo
gpt-4-1106-preview,0.0114499999999999,2024-01-13 17:50:47.738766,,luiss_santiagooo
gpt-4-1106-preview,0.00232,2024-01-13 17:51:13.774283,,luiss_santiagooo
photoroom,0.15,2024-01-13 17:51:23.336316,,luiss_santiagooo
gpt-4-1106-preview_function,0.0022,2024-01-13 17:51:23.357035,,luiss_santiagooo
gpt-4-1106-preview,0.0268699999999999,2024-01-13 17:51:34.389793,,luiss_santiagooo
gpt-4-1106-preview,0.00796,2024-01-13 17:51:38.363598,,luiss_santiagooo
gpt-4-1106-preview,0.00326,2024-01-13 19:46:41.272435,,prueba_path_1
gpt-4-1106-preview_function,0.0037,2024-01-13 19:46:41.292060,,prueba_path_1
gpt-4-1106-preview,0.00602,2024-01-13 19:46:59.091549,,prueba_path_1
gpt-4-1106-preview_function,0.00711,2024-01-13 19:46:59.098298,,prueba_path_1
gpt-4-1106-preview,0.03621,2024-01-13 19:47:04.823111,,prueba_path_1
gpt-4-1106-preview,0.0105399999999999,2024-01-13 19:47:08.972481,,prueba_path_1
gpt-4-1106-preview,0.0141199999999999,2024-01-13 19:48:06.632183,,prueba_path_1
gpt-4-1106-preview,0.01388,2024-01-13 19:48:19.890046,,prueba_path_1
apify website screaper,0.0702476837016708,2024-01-13 19:54:57.239690,,prueba_path_1
apify instagram scraper,0.0412574021021988,2024-01-13 19:55:56.477577,,prueba_path_1
gpt-4-1106-preview_function,0.03368,2024-01-13 19:55:56.662834,,prueba_path_1
gpt-4-1106-preview,0.02274,2024-01-13 19:56:13.005358,,prueba_path_1
gpt-4-1106-preview,0.01713,2024-01-13 19:56:22.387944,,prueba_path_1
gpt-4-1106-preview,0.02752,2024-01-13 19:57:06.520782,,prueba_path_1
gpt-4-1106-preview,0.01097,2024-01-13 19:57:16.695000,,prueba_path_1
dall-e-3,0.04,2024-01-13 19:58:17.074064,,prueba_path_1
gpt-4-1106-preview_function,0.00329,2024-01-13 19:58:17.969835,,prueba_path_1
gpt-4-1106-preview,0.03021,2024-01-13 19:58:28.999581,,prueba_path_1
gpt-4-1106-preview,0.00753,2024-01-13 19:58:31.053499,,prueba_path_1
dall-e-3,0.04,2024-01-13 19:59:11.040067,,prueba_path_1
gpt-4-1106-preview_function,0.00332,2024-01-13 19:59:11.809806,,prueba_path_1
gpt-4-1106-preview,0.03676,2024-01-13 19:59:22.778955,,prueba_path_1
gpt-4-1106-preview,0.0084,2024-01-13 19:59:25.580592,,prueba_path_1
gpt-4-1106-preview,0.04169,2024-01-13 19:59:54.731222,,prueba_path_1
gpt-4-1106-preview,0.0105399999999999,2024-01-13 20:00:05.863761,,prueba_path_1
dall-e-3,0.04,2024-01-13 20:01:39.006347,,prueba_path_1
gpt-4-1106-preview_function,0.00288,2024-01-13 20:01:39.847524,,prueba_path_1
gpt-4-1106-preview,0.04552,2024-01-13 20:01:51.010325,,prueba_path_1
gpt-4-1106-preview,0.00856,2024-01-13 20:01:59.283158,,prueba_path_1
gpt-4-1106-preview,0.00396,2024-01-13 20:02:28.567386,,prueba_path_1
gpt-4-1106-preview_function,0.00484,2024-01-13 20:02:28.578811,,prueba_path_1
gpt-4-1106-preview,0.00403,2024-01-13 20:02:43.770528,,prueba_path_1
gpt-4-1106-preview_function,0.0052099999999999,2024-01-13 20:02:43.779672,,prueba_path_1
gpt-4-1106-preview,0.04952,2024-01-13 20:02:54.842248,,prueba_path_1
gpt-4-1106-preview,0.01024,2024-01-13 20:03:01.641444,,prueba_path_1
gpt-4-1106-preview,0.05765,2024-01-13 20:03:36.068099,,prueba_path_1
gpt-4-1106-preview,0.01603,2024-01-13 20:03:51.927594,,prueba_path_1
gpt-4-1106-preview,0.01703,2024-01-13 20:14:06.583461,,prueba_path_2
gpt-4-1106-preview,0.01706,2024-01-13 20:14:20.164627,,prueba_path_2
apify website screaper,0.0115236692388935,2024-01-13 21:04:09.388107,,prueba_path_2
gpt-4-1106-preview_function,0.00708,2024-01-13 21:04:09.400881,,prueba_path_2
gpt-4-1106-preview,0.02461,2024-01-13 21:04:25.641682,,prueba_path_2
gpt-4-1106-preview,0.0162,2024-01-13 21:04:38.513457,,prueba_path_2
gpt-4-1106-preview_function,0.00243,2024-01-13 21:10:40.585644,,prueba_path_2
gpt-4-1106-preview,0.0279999999999999,2024-01-13 21:10:51.547697,,prueba_path_2
gpt-4-1106-preview,0.00813,2024-01-13 21:10:54.037317,,prueba_path_2
gpt-4-1106-preview_function,0.00231,2024-01-13 21:11:33.397344,,prueba_path_2
gpt-4-1106-preview,0.03142,2024-01-13 21:11:44.363605,,prueba_path_2
gpt-4-1106-preview,0.00911,2024-01-13 21:11:50.357568,,prueba_path_2
apify instagram scraper,0.0383746903749571,2024-01-13 21:13:43.710110,,prueba_path_2
gpt-4-1106-preview_function,0.00149,2024-01-13 21:13:44.002733,,prueba_path_2
gpt-4-1106-preview,0.04295,2024-01-13 21:20:14.010959,,prueba_path_2
gpt-4-1106-preview,0.01347,2024-01-13 21:20:24.411904,,prueba_path_2
gpt-4-1106-preview,0.04703,2024-01-13 21:20:48.704435,,prueba_path_2
gpt-4-1106-preview,0.00959,2024-01-13 21:20:52.472561,,prueba_path_2
gpt-4-1106-preview,0.01622,2024-01-14 18:55:13.793781,,prueba_path_2_corrected
gpt-4-1106-preview,0.01458,2024-01-14 18:55:19.623518,,prueba_path_2_corrected
apify website screaper,0.0116194387984457,2024-01-14 18:57:18.375290,,prueba_path_2_corrected
gpt-4-1106-preview_function,0.0072,2024-01-14 18:57:18.385749,,prueba_path_2_corrected
gpt-4-1106-preview,0.02113,2024-01-14 18:57:29.405481,,prueba_path_2_corrected
gpt-4-1106-preview,0.00947,2024-01-14 18:57:34.825666,,prueba_path_2_corrected
gpt-4-1106-preview,0.0306499999999999,2024-01-14 18:59:28.545379,,prueba_path_2_corrected
gpt-4-1106-preview,0.0154,2024-01-14 18:59:35.745819,,prueba_path_2_corrected
dall-e-3,0.04,2024-01-14 19:00:10.503985,,prueba_path_2_corrected
gpt-4-1106-preview_function,0.00249,2024-01-14 19:00:11.670521,,prueba_path_2_corrected
gpt-4-1106-preview,0.0339099999999999,2024-01-14 19:00:18.552051,,prueba_path_2_corrected
gpt-4-1106-preview,0.00939,2024-01-14 19:00:28.855315,,prueba_path_2_corrected
gpt-4-1106-preview,0.01601,2024-01-14 19:03:33.758970,,prueba_path_2_corrected_2
gpt-4-1106-preview,0.0142,2024-01-14 19:03:40.935737,,prueba_path_2_corrected_2
apify website screaper,0.0086449387430482,2024-01-14 19:04:55.850770,,prueba_path_2_corrected_2
gpt-4-1106-preview_function,0.0072,2024-01-14 19:04:55.860884,,prueba_path_2_corrected_2
gpt-4-1106-preview,0.02005,2024-01-14 19:05:07.087937,,prueba_path_2_corrected_2
gpt-4-1106-preview,0.01038,2024-01-14 19:05:14.593213,,prueba_path_2_corrected_2
dall-e-3,0.04,2024-01-14 19:06:27.066663,,prueba_path_2_corrected_2
gpt-4-1106-preview_function,0.00302,2024-01-14 19:06:27.835406,,prueba_path_2_corrected_2
gpt-4-1106-preview,0.0286099999999999,2024-01-14 19:06:33.608055,,prueba_path_2_corrected_2
gpt-4-1106-preview,0.00831,2024-01-14 19:06:38.534675,,prueba_path_2_corrected_2
gpt-4-1106-preview,0.0192199999999999,2024-01-14 19:10:58.459515,,prueba_path_2_corrected_3
gpt-4-1106-preview,0.01109,2024-01-14 19:11:07.054161,,prueba_path_2_corrected_3
apify website screaper,0.0288363878861135,2024-01-14 19:12:40.790414,,prueba_path_2_corrected_3
gpt-4-1106-preview_function,0.0072,2024-01-14 19:12:40.800820,,prueba_path_2_corrected_3
gpt-4-1106-preview,0.0296299999999999,2024-01-14 19:12:51.849784,,prueba_path_2_corrected_3
gpt-4-1106-preview,0.0096,2024-01-14 19:12:59.235642,,prueba_path_2_corrected_3
apify instagram scraper,0.025835606430908,2024-01-14 19:14:12.145263,,prueba_path_2_corrected_3
gpt-4-1106-preview_function,0.0015,2024-01-14 19:14:12.405547,,prueba_path_2_corrected_3
gpt-4-1106-preview,0.04119,2024-01-14 19:14:28.779178,,prueba_path_2_corrected_3
gpt-4-1106-preview,0.01534,2024-01-14 19:14:45.724462,,prueba_path_2_corrected_3
dall-e-3,0.04,2024-01-14 19:15:25.867778,,prueba_path_2_corrected_3
gpt-4-1106-preview_function,0.00297,2024-01-14 19:15:26.684262,,prueba_path_2_corrected_3
gpt-4-1106-preview,0.0456,2024-01-14 19:15:37.690018,,prueba_path_2_corrected_3
gpt-4-1106-preview,0.00839,2024-01-14 19:15:44.046221,,prueba_path_2_corrected_3
gpt-4-1106-preview,0.01608,2024-01-14 19:20:18.644468,,prueba_path_2_corrected_4
gpt-4-1106-preview,0.01228,2024-01-14 19:20:26.567138,,prueba_path_2_corrected_4
apify website screaper,0.0108619610201732,2024-01-14 19:21:25.095320,,prueba_path_2_corrected_4
gpt-4-1106-preview_function,0.00716,2024-01-14 19:21:25.106014,,prueba_path_2_corrected_4
gpt-4-1106-preview,0.02344,2024-01-14 19:21:46.541957,,prueba_path_2_corrected_4
gpt-4-1106-preview,0.01258,2024-01-14 19:21:56.000817,,prueba_path_2_corrected_4
apify instagram scraper,0.0566877883753693,2024-01-14 19:23:32.762807,,prueba_path_2_corrected_4
gpt-4-1106-preview_function,0.00154,2024-01-14 19:23:33.034222,,prueba_path_2_corrected_4
gpt-4-1106-preview,0.03224,2024-01-14 19:23:49.334812,,prueba_path_2_corrected_4
gpt-4-1106-preview,0.0148699999999999,2024-01-14 19:23:58.812046,,prueba_path_2_corrected_4
dall-e-3,0.04,2024-01-14 19:24:23.350297,,prueba_path_2_corrected_4
gpt-4-1106-preview_function,0.00335,2024-01-14 19:24:24.343725,,prueba_path_2_corrected_4
